trace,Num. PREGS,ROB entries,Num. SchedQ entries per FU,Num. ALU FUs,Num. MUL FUs,Num. LSU FUs,Fetch width,Dispatch width,P,H,Predictor (M),Cycles,Trace instructions,Fetched instructions,Retired instructions,Total branch instructions,Branch Mispredictions,I-cache misses,D-cache misses,Cycles with no fires,No dispatch cycles due to ROB,No dispatch cycles due to PRegs,Max DispQ usage,Average DispQ usage,Max SchedQ usage,Average SchedQ usage,Max ROB usage,Average ROB usage,IPC,branch_pattern_table_size,reservation_station_size,resource_utilization
xz557,128,160,8,2,2,1,2,2,0,8,GSPLIT,1927301,2000000,3850364,2000000,938000,1620,0,3200,916463,0,0,2231,1032.206,40,38.033,59,39.735,1.038,16,40,1114.0
xz557,32,64,8,2,2,1,4,4,0,8,GSPLIT,1928489,2000000,7701309,2000000,938000,2418,0,3200,918458,0,44784,3362,1564.113,40,38.357,48,40.305,1.037,16,40,446.0
xz557,64,96,8,2,2,1,4,4,0,8,GSPLIT,1928489,2000000,7701309,2000000,938000,2418,0,3200,922858,10392,0,3362,1562.915,40,38.891,96,41.502,1.037,16,40,670.0
xz557,128,160,8,2,2,1,4,4,0,8,GSPLIT,1928489,2000000,7701309,2000000,938000,2418,0,3200,922858,0,0,3362,1562.899,40,38.896,97,41.518,1.037,16,40,1118.0
xz557,32,64,8,2,2,1,8,8,0,8,GSPLIT,1927290,2000000,15392041,2000000,938000,2418,0,3200,918459,0,72376,3928,1832.426,40,38.505,49,40.453,1.038,16,40,454.0
xz557,64,96,8,2,2,1,8,8,0,8,GSPLIT,1927290,2000000,15392041,2000000,938000,2418,0,3200,922459,10392,0,3928,1831.202,40,39.067,96,41.677,1.038,16,40,678.0
xz557,128,160,8,2,2,1,8,8,0,8,GSPLIT,1927290,2000000,15392041,2000000,938000,2418,0,3200,922459,0,0,3928,1831.186,40,39.072,97,41.693,1.038,16,40,1126.0
xz557,32,64,8,2,2,2,2,2,0,8,GSPLIT,1021706,2000000,2040158,2000000,938000,1620,0,3200,461586,0,5592,13,2.056,21,10.067,47,13.616,1.958,16,48,458.0
xz557,64,96,8,2,2,2,2,2,0,8,GSPLIT,1021706,2000000,2040158,2000000,938000,1620,0,3200,462385,0,0,2,1.958,25,10.103,59,13.715,1.958,16,48,682.0
xz557,128,160,8,2,2,2,2,2,0,8,GSPLIT,1021706,2000000,2040158,2000000,938000,1620,0,3200,462385,0,0,2,1.958,25,10.103,59,13.715,1.958,16,48,1130.0
xz557,32,64,8,2,2,2,4,4,0,8,GSPLIT,1019697,2000000,4068109,2000000,938000,2418,0,3200,464063,0,45184,2226,975.787,48,44.133,51,48.232,1.961,16,48,462.0
xz557,64,96,8,2,2,2,4,4,0,8,GSPLIT,1019697,2000000,4068109,2000000,938000,2418,0,3200,468463,34376,0,2226,973.44,48,45.213,96,50.579,1.961,16,48,686.0
xz557,128,160,8,2,2,2,4,4,0,8,GSPLIT,1019697,2000000,4068109,2000000,938000,2418,0,3200,470063,0,0,2226,972.886,48,45.434,117,51.133,1.961,16,48,1134.0
xz557,32,64,8,2,2,2,8,8,0,8,GSPLIT,1018498,2000000,8125641,2000000,938000,2418,0,3200,464063,0,73176,3358,1482.771,48,44.468,51,48.573,1.964,16,48,470.0
xz557,64,96,8,2,2,2,8,8,0,8,GSPLIT,1018498,2000000,8125641,2000000,938000,2418,0,3200,468063,34376,0,3358,1480.247,48,45.728,96,51.097,1.964,16,48,694.0
xz557,128,160,8,2,2,2,8,8,0,8,GSPLIT,1018498,2000000,8125641,2000000,938000,2418,0,3200,469663,0,0,3358,1479.692,48,45.948,117,51.652,1.964,16,48,1142.0
xz557,32,64,8,3,2,2,4,4,0,8,GSPLIT,1015697,2000000,4052109,2000000,938000,2418,0,3200,464462,0,41584,2218,972.585,56,51.142,59,55.312,1.969,16,56,476.0
xz557,64,96,8,3,2,2,4,4,0,8,GSPLIT,1015697,2000000,4052109,2000000,938000,2418,0,3200,468862,37976,0,2218,970.248,56,52.079,96,57.648,1.969,16,56,700.0
xz557,128,160,8,3,2,2,4,4,0,8,GSPLIT,1015697,2000000,4052109,2000000,938000,2418,0,3200,472062,0,0,2218,969.065,56,52.539,137,58.832,1.969,16,56,1148.0
xz557,32,64,8,3,2,2,8,8,0,8,GSPLIT,1014498,2000000,8093641,2000000,938000,2418,0,3200,464462,0,70776,3350,1481.495,56,51.509,59,55.733,1.971,16,56,484.0
xz557,64,96,8,3,2,2,8,8,0,8,GSPLIT,1014498,2000000,8093641,2000000,938000,2418,0,3200,468862,45176,0,3350,1478.752,56,52.777,96,58.475,1.971,16,56,708.0
xz557,128,160,8,3,2,2,8,8,0,8,GSPLIT,1014498,2000000,8093641,2000000,938000,2418,0,3200,472062,0,0,3350,1477.317,56,53.356,137,59.911,1.971,16,56,1156.0
xz557,32,64,8,3,3,2,4,4,0,8,GSPLIT,1015697,2000000,4052109,2000000,938000,2418,0,3200,464462,0,926320,2214,969.096,60,54.63,63,58.8,1.969,16,64,493.0
xz557,64,96,8,3,3,2,4,4,0,8,GSPLIT,1015697,2000000,4052109,2000000,938000,2418,0,3200,468862,37976,0,2210,963.278,64,59.049,96,64.618,1.969,16,64,717.0
xz557,128,160,8,3,3,2,4,4,0,8,GSPLIT,1015697,2000000,4052109,2000000,938000,2418,0,3200,473662,0,0,2210,961.745,64,59.649,157,66.152,1.969,16,64,1165.0
xz557,32,64,8,3,3,2,8,8,0,8,GSPLIT,1014498,2000000,8093641,2000000,938000,2418,0,3200,464462,0,962730,3346,1477.976,60,55.028,63,59.252,1.971,16,64,501.0
xz557,64,96,8,3,3,2,8,8,0,8,GSPLIT,1014498,2000000,8093641,2000000,938000,2418,0,3200,468862,46776,0,3342,1471.693,64,59.836,96,65.535,1.971,16,64,725.0
xz557,128,160,8,3,3,2,8,8,0,8,GSPLIT,1014498,2000000,8093641,2000000,938000,2418,0,3200,473662,0,0,3342,1469.704,64,60.673,157,67.523,1.971,16,64,1173.0
